Порядковый индекс,ID_маршрута,Номер_маршрута,ID_остановки,Координаты
957,1116,25,16327,"59.862443087790744,30.3891315"
958,1116,25,16333,"59.864702910654167,30.3868504"
959,1116,25,16333,"59.864702910654167,30.3868504"
960,1116,25,16337,"59.868135215853499,30.3832607"
961,1116,25,16337,"59.868135215853499,30.3832607"
962,1116,25,16343,"59.870932916868426,30.3805008"
963,1116,25,16343,"59.870932916868426,30.3805008"
964,1116,25,16349,"59.87476565939442,30.3765316"
965,1116,25,16349,"59.87476565939442,30.3765316"
966,1116,25,16355,"59.878412868099964,30.3729191"
967,1116,25,16355,"59.878412868099964,30.3729191"
968,1116,25,16360,"59.883622472179468,30.36763"
969,1116,25,16360,"59.883622472179468,30.36763"
970,1116,25,16364,"59.887741594120854,30.3633804"
971,1116,25,16364,"59.887741594120854,30.3633804"
972,1116,25,16366,"59.890623305153298,30.3604717"
973,1116,25,16366,"59.890623305153298,30.3604717"
974,1116,25,16369,"59.897341758120533,30.3541164"
975,1116,25,16369,"59.897341758120533,30.3541164"
976,1116,25,16373,"59.901274214833073,30.3530293"
977,1116,25,16373,"59.901274214833073,30.3530293"
978,1116,25,16375,"59.904963038841778,30.3550301"
979,1116,25,16375,"59.904963038841778,30.3550301"
980,1116,25,16247,"59.906398041648586,30.3508434"
981,1116,25,16247,"59.906398041648586,30.3508434"
982,1116,25,16255,"59.907463122966469,30.3464527"
983,1116,25,16255,"59.907463122966469,30.3464527"
984,1116,25,16256,"59.911818984189559,30.3485603"
985,1116,25,16256,"59.911818984189559,30.3485603"
986,1116,25,20496,"59.914626704989843,30.350359"
987,1116,25,20496,"59.914626704989843,30.350359"
988,1116,25,16271,"59.920655654016421,30.3541641"
989,1116,25,16271,"59.920655654016421,30.3541641"
990,1116,25,16278,"59.926351508141316,30.3582001"
991,1116,25,16278,"59.926351508141316,30.3582001"
992,1116,25,16283,"59.927131873532169,30.3537407"
993,1116,25,16283,"59.927131873532169,30.3537407"
994,1116,25,16291,"59.924746225129965,30.3511581"
995,1116,25,16291,"59.924746225129965,30.3511581"
996,1116,25,16103,"59.921395074917747,30.3544159"
997,1116,25,16103,"59.921395074917747,30.3544159"
998,1116,25,20497,"59.914246649364372,30.3498974"
999,1116,25,20497,"59.914246649364372,30.3498974"
1000,1116,25,16115,"59.911757348630204,30.3483639"
1001,1116,25,16115,"59.911757348630204,30.3483639"
1002,1116,25,20520,"59.908045307315987,30.3458004"
1003,1116,25,20520,"59.908045307315987,30.3458004"
1004,1116,25,16127,"59.90683298251966,30.3486214"
1005,1116,25,16127,"59.90683298251966,30.3486214"
1006,1116,25,16132,"59.905966519878618,30.3523235"
1007,1116,25,16132,"59.905966519878618,30.3523235"
1008,1116,25,16378,"59.901558512035542,30.3530254"
1009,1116,25,16378,"59.901558512035542,30.3530254"
1010,1116,25,16385,"59.897252690120204,30.3540306"
1011,1116,25,16385,"59.897252690120204,30.3540306"
1012,1116,25,16391,"59.89072609641191,30.360157"
1013,1116,25,16391,"59.89072609641191,30.360157"
1014,1116,25,16395,"59.887858100960365,30.3630295"
1015,1116,25,16395,"59.887858100960365,30.3630295"
1016,1116,25,16397,"59.884314739678096,30.366621"
1017,1116,25,16397,"59.884314739678096,30.366621"
1018,1116,25,16399,"59.878920154905096,30.3721619"
1019,1116,25,16399,"59.878920154905096,30.3721619"
1020,1116,25,16402,"59.874930203743922,30.3761635"
1021,1116,25,16402,"59.874930203743922,30.3761635"
1022,1116,25,16407,"59.871752296987999,30.3794174"
1023,1116,25,16407,"59.871752296987999,30.3794174"
1024,1116,25,16412,"59.868351223213637,30.3828716"
1025,1116,25,16412,"59.868351223213637,30.3828716"
1026,1116,25,16416,"59.86471319781235,30.3865414"
1027,1116,25,16416,"59.86471319781235,30.3865414"
1028,1116,25,16419,"59.862453375647874,30.3888607"
1029,1116,25,16419,"59.862453375647874,30.3888607"
1030,1116,25,16422,"59.859600088013337,30.3917561"
1031,1116,25,16422,"59.859600088013337,30.3917561"
1032,1116,25,16425,"59.855179066520563,30.3962059"
1033,1116,25,16425,"59.855179066520563,30.3962059"
1034,1116,25,16429,"59.852023284591041,30.3994198"
1035,1116,25,16429,"59.852023284591041,30.3994198"
1036,1116,25,28105,"59.850503600231164,30.3950481"
1037,1116,25,28105,"59.850503600231164,30.3950481"
1038,1116,25,16433,"59.848489825790104,30.3872967"
1039,1116,25,16433,"59.848489825790104,30.3872967"
1040,1116,25,16439,"59.846520531584837,30.3796444"
1041,1116,25,16439,"59.846520531584837,30.3796444"
1042,1116,25,16443,"59.841589923413459,30.3837585"
1043,1116,25,16443,"59.841589923413459,30.3837585"
1044,1116,25,16449,"59.837118462225028,30.3883209"
1045,1116,25,16449,"59.837118462225028,30.3883209"
1046,1116,25,16452,"59.833398078331648,30.3920918"
1047,1116,25,16452,"59.833398078331648,30.3920918"
1048,1116,25,16462,"59.831022855741836,30.3838997"
1049,1116,25,16462,"59.831022855741836,30.3838997"
1050,1116,25,16267,"59.831218509091379,30.3781509"
1051,1118,27,16950,"59.833782491494048,30.4991379"
1052,1118,27,16236,"59.832011408266773,30.5026379"
1053,1118,27,16236,"59.832011408266773,30.5026379"
1054,1118,27,16238,"59.835622121625015,30.5081291"
1055,1118,27,16238,"59.835622121625015,30.5081291"
1056,1118,27,16243,"59.838257832449116,30.5013847"
1057,1118,27,16243,"59.838257832449116,30.5013847"
1058,1118,27,16245,"59.839929067027676,30.4955616"
1059,1118,27,16245,"59.839929067027676,30.4955616"
1060,1118,27,16248,"59.841583060541019,30.4898205"
1061,1118,27,16248,"59.841583060541019,30.4898205"
1062,1118,27,27364,"59.84357666549441,30.4842453"
1063,1118,27,27364,"59.84357666549441,30.4842453"
1064,1118,27,16253,"59.847035166752093,30.4829845"
1065,1118,27,16253,"59.847035166752093,30.4829845"
1066,1118,27,16258,"59.850678556141489,30.4801731"
1067,1118,27,16258,"59.850678556141489,30.4801731"
1068,1118,27,16260,"59.855017854480643,30.4781075"
1069,1118,27,16260,"59.855017854480643,30.4781075"
1070,1118,27,16264,"59.858650080974066,30.4762707"
1071,1118,27,16264,"59.858650080974066,30.4762707"
1072,1118,27,16270,"59.860203688499837,30.4712906"
1073,1118,27,16270,"59.860203688499837,30.4712906"
1074,1118,27,16275,"59.862525390558623,30.4724445"
1075,1118,27,16275,"59.862525390558623,30.4724445"
1076,1118,27,16279,"59.864980662808378,30.469429"
1077,1118,27,16279,"59.864980662808378,30.469429"
1078,1118,27,16285,"59.868310079062724,30.4638863"
1079,1118,27,16285,"59.868310079062724,30.4638863"
1080,1118,27,16288,"59.878282617536122,30.449688"
1081,1118,27,16288,"59.878282617536122,30.449688"
1082,1118,27,16000,"59.879252629219692,30.4467602"
1083,1118,27,16000,"59.879252629219692,30.4467602"
1084,1118,27,16313,"59.882532635710604,30.4693317"
1085,1118,27,16313,"59.882532635710604,30.4693317"
1086,1118,27,16318,"59.889300695923147,30.4639893"
1087,1118,27,16318,"59.889300695923147,30.4639893"
1088,1118,27,16324,"59.89373431306992,30.4622993"
1089,1118,27,16324,"59.89373431306992,30.4622993"
1090,1118,27,16331,"59.896865584113371,30.4610081"
1091,1118,27,16331,"59.896865584113371,30.4610081"
1092,1118,27,16338,"59.900736441180065,30.4588184"
1093,1118,27,16338,"59.900736441180065,30.4588184"
1094,1118,27,16226,"59.904815767741894,30.4543514"
1095,1118,27,16226,"59.904815767741894,30.4543514"
1096,1118,27,16229,"59.908124072649883,30.4482841"
1097,1118,27,16229,"59.908124072649883,30.4482841"
1098,1118,27,16232,"59.912048404432532,30.4398918"
1099,1118,27,16232,"59.912048404432532,30.4398918"
1100,1118,27,25968,"59.912671597686639,30.4406605"
1101,1118,27,25968,"59.912671597686639,30.4406605"
1102,1118,27,27186,"59.914133659014958,30.4468327"
1103,1118,27,27186,"59.914133659014958,30.4468327"
1104,1118,27,30721,"59.915116319787046,30.4509373"
1105,1118,27,30721,"59.915116319787046,30.4509373"
1106,1118,27,16376,"59.916311223481692,30.4559307"
1107,1118,27,16376,"59.916311223481692,30.4559307"
1108,1118,27,16381,"59.919454059912134,30.469429"
1109,1118,27,16381,"59.919454059912134,30.469429"
1110,1118,27,16382,"59.921579927568786,30.4782982"
1111,1118,27,16382,"59.921579927568786,30.4782982"
1112,1118,27,16386,"59.922918366969469,30.4840298"
1113,1118,27,16386,"59.922918366969469,30.4840298"
1114,1118,27,16388,"59.924089029294699,30.488924"
1115,1118,27,16388,"59.924089029294699,30.488924"
1116,1118,27,16392,"59.921504617353769,30.4921837"
1117,1118,27,16392,"59.921504617353769,30.4921837"
1118,1118,27,16394,"59.917954573771091,30.4955139"
1119,1118,27,16394,"59.917954573771091,30.4955139"
1120,1118,27,15951,"59.916037323856045,30.4972858"
1121,1118,27,15951,"59.916037323856045,30.4972858"
1122,1118,27,15954,"59.912161401879899,30.4997177"
1123,1118,27,15954,"59.912161401879899,30.4997177"
1124,1118,27,16396,"59.908880895247805,30.4946709"
1125,1118,27,16396,"59.908880895247805,30.4946709"
1126,1118,27,16367,"59.911856650308394,30.4998817"
1127,1118,27,16367,"59.911856650308394,30.4998817"
1128,1118,27,16371,"59.915934610913702,30.4975796"
1129,1118,27,16371,"59.915934610913702,30.4975796"
1130,1118,27,16398,"59.917403375763719,30.496191"
1131,1118,27,16398,"59.917403375763719,30.496191"
1132,1118,27,16400,"59.921340303564129,30.4925327"
1133,1118,27,16400,"59.921340303564129,30.4925327"
1134,1118,27,16401,"59.923938420082472,30.4900608"
1135,1118,27,16401,"59.923938420082472,30.4900608"
1136,1118,27,16405,"59.923092942041734,30.4842415"
1137,1118,27,16405,"59.923092942041734,30.4842415"
1138,1118,27,16408,"59.921959899228852,30.4794846"
1139,1118,27,16408,"59.921959899228852,30.4794846"
1140,1118,27,16410,"59.919484870560836,30.4688702"
1141,1118,27,16410,"59.919484870560836,30.4688702"
1142,1118,27,16413,"59.916698102851868,30.4572315"
1143,1118,27,16413,"59.916698102851868,30.4572315"
1144,1118,27,30720,"59.915434736723526,30.45191"
1145,1118,27,30720,"59.915434736723526,30.45191"
1146,1118,27,27185,"59.914363063261519,30.4472427"
1147,1118,27,27185,"59.914363063261519,30.4472427"
1148,1118,27,16415,"59.912633932492469,30.4398994"
1149,1118,27,16415,"59.912633932492469,30.4398994"
1150,1118,27,16348,"59.911818984189559,30.4402103"
1151,1118,27,16348,"59.911818984189559,30.4402103"
1152,1118,27,16350,"59.908182290385284,30.4479275"
1153,1118,27,16350,"59.908182290385284,30.4479275"
1154,1118,27,16354,"59.9049664637433,30.4538612"
1155,1118,27,16354,"59.9049664637433,30.4538612"
1156,1118,27,16357,"59.90140437530011,30.4583302"
1157,1118,27,16357,"59.90140437530011,30.4583302"
1158,1118,27,15980,"59.897071127687596,30.4607239"
1159,1118,27,15980,"59.897071127687596,30.4607239"
1160,1118,27,15983,"59.894248218059275,30.4619446"
1161,1118,27,15983,"59.894248218059275,30.4619446"
1162,1118,27,15988,"59.889773551901676,30.4636307"
1163,1118,27,15988,"59.889773551901676,30.4636307"
1164,1118,27,15996,"59.882299584280517,30.4693756"
1165,1118,27,15996,"59.882299584280517,30.4693756"
1166,1118,27,24318,"59.879321180211249,30.447197"
1167,1118,27,24318,"59.879321180211249,30.447197"
1168,1118,27,16295,"59.878032397915746,30.4496803"
1169,1118,27,16295,"59.878032397915746,30.4496803"
1170,1118,27,16298,"59.868577515133687,30.4627266"
1171,1118,27,16298,"59.868577515133687,30.4627266"
1172,1118,27,16303,"59.864685765383449,30.4701195"
1173,1118,27,16303,"59.864685765383449,30.4701195"
1174,1118,27,16307,"59.863489003649185,30.473177"
1175,1118,27,16307,"59.863489003649185,30.473177"
1176,1118,27,16316,"59.860738688866199,30.4704876"
1177,1118,27,16316,"59.860738688866199,30.4704876"
1178,1118,27,16321,"59.858873009249685,30.4760113"
1179,1118,27,16321,"59.858873009249685,30.4760113"
1180,1118,27,16326,"59.855271677339189,30.4778309"
1181,1118,27,16326,"59.855271677339189,30.4778309"
1182,1118,27,16330,"59.851103935302312,30.4799385"
1183,1118,27,16330,"59.851103935302312,30.4799385"
1184,1118,27,16335,"59.847721334597338,30.4824886"
1185,1118,27,16335,"59.847721334597338,30.4824886"
1186,1118,27,27363,"59.843305597135192,30.4841003"
1187,1118,27,27363,"59.843305597135192,30.4841003"
1188,1118,27,16340,"59.841703160604418,30.4888515"
1189,1118,27,16340,"59.841703160604418,30.4888515"
1190,1118,27,16344,"59.840035446676346,30.4948654"
1191,1118,27,16344,"59.840035446676346,30.4948654"
1192,1118,27,16351,"59.838614735584258,30.4998989"
1193,1118,27,16351,"59.838614735584258,30.4998989"
1194,1118,27,16358,"59.83627420492369,30.5071602"
1195,1118,27,16358,"59.83627420492369,30.5071602"
1196,1118,27,16361,"59.832244812219948,30.5036488"
1197,1118,27,16361,"59.832244812219948,30.5036488"
1198,1118,27,16950,"59.833782491494048,30.4991379"
1199,1119,29,16629,"59.829450722194245,30.3478909"
1200,1119,29,16450,"59.833154385546663,30.3486519"
1201,1119,29,16450,"59.833154385546663,30.3486519"
1202,1119,29,16457,"59.835879524452579,30.3435535"
1203,1119,29,16457,"59.835879524452579,30.3435535"
1204,1119,29,16464,"59.838975066599218,30.3378658"
1205,1119,29,16464,"59.838975066599218,30.3378658"
1206,1119,29,27343,"59.84184384869905,30.3325634"
1207,1119,29,27343,"59.84184384869905,30.3325634"
1208,1119,29,16467,"59.843933511614374,30.3304291"
1209,1119,29,16467,"59.843933511614374,30.3304291"
1210,1119,29,16472,"59.849203408866487,30.3301315"
1211,1119,29,16472,"59.849203408866487,30.3301315"
1212,1119,29,16482,"59.854842921383472,30.3298111"
1213,1119,29,16482,"59.854842921383472,30.3298111"
1214,1119,29,16484,"59.854997274163999,30.3219757"
1215,1119,29,16484,"59.854997274163999,30.3219757"
1216,1119,29,16489,"59.858022444113388,30.3211803"
1217,1119,29,16489,"59.858022444113388,30.3211803"
1218,1119,29,16492,"59.861472585628036,30.3209991"
1219,1119,29,16492,"59.861472585628036,30.3209991"
1220,1119,29,16502,"59.86599563860976,30.3207092"
1221,1119,29,16502,"59.86599563860976,30.3207092"
1222,1119,29,16506,"59.871474601385117,30.3204193"
1223,1119,29,16506,"59.871474601385117,30.3204193"
1224,1119,29,16510,"59.875533526058177,30.3201809"
1225,1119,29,16510,"59.875533526058177,30.3201809"
1226,1119,29,16514,"59.880274024354584,30.3200092"
1227,1119,29,16514,"59.880274024354584,30.3200092"
1228,1119,29,16518,"59.884575193023586,30.3199406"
1229,1119,29,16518,"59.884575193023586,30.3199406"
1230,1119,29,16522,"59.888553706825306,30.3198013"
1231,1119,29,16522,"59.888553706825306,30.3198013"
1232,1119,29,16526,"59.893977562422442,30.3193836"
1233,1119,29,16526,"59.893977562422442,30.3193836"
1234,1119,29,16532,"59.8967628118493,30.3192787"
1235,1119,29,16532,"59.8967628118493,30.3192787"
1236,1119,29,16952,"59.898407129918404,30.3183594"
1237,1119,29,16952,"59.898407129918404,30.3183594"
1238,1119,29,16548,"59.897540447414492,30.3189373"
1239,1119,29,16548,"59.897540447414492,30.3189373"
1240,1119,29,16564,"59.894327016121395,30.3192005"
1241,1119,29,16564,"59.894327016121395,30.3192005"
1242,1119,29,16569,"59.888882658222045,30.3194904"
1243,1119,29,16569,"59.888882658222045,30.3194904"
1244,1119,29,16574,"59.884376426181241,30.3197536"
1245,1119,29,16574,"59.884376426181241,30.3197536"
1246,1119,29,16577,"59.880092369125165,30.3198223"
1247,1119,29,16577,"59.880092369125165,30.3198223"
1248,1119,29,16579,"59.876215678441341,30.3198891"
1249,1119,29,16579,"59.876215678441341,30.3198891"
1250,1119,29,16583,"59.87191342794123,30.3201599"
1251,1119,29,16583,"59.87191342794123,30.3201599"
1252,1119,29,16588,"59.865803618536503,30.3205318"
1253,1119,29,16588,"59.865803618536503,30.3205318"
1254,1119,29,16593,"59.861952696243982,30.3207397"
1255,1119,29,16593,"59.861952696243982,30.3207397"
1256,1119,29,16598,"59.858392854184437,30.3209515"
1257,1119,29,16598,"59.858392854184437,30.3209515"
1258,1119,29,16603,"59.854901232518046,30.322834"
1259,1119,29,16603,"59.854901232518046,30.322834"
1260,1119,29,16600,"59.854993844109984,30.3290157"
1261,1119,29,16600,"59.854993844109984,30.3290157"
1262,1119,29,16605,"59.85377272241255,30.32967"
1263,1119,29,16605,"59.85377272241255,30.32967"
1264,1119,29,16609,"59.849525888506491,30.3298645"
1265,1119,29,16609,"59.849525888506491,30.3298645"
1266,1119,29,16611,"59.844853058986018,30.3301792"
1267,1119,29,16611,"59.844853058986018,30.3301792"
1268,1119,29,27344,"59.841881594184265,30.3320675"
1269,1119,29,27344,"59.841881594184265,30.3320675"
1270,1119,29,16616,"59.839438343602694,30.3367672"
1271,1119,29,16616,"59.839438343602694,30.3367672"
1272,1119,29,16619,"59.836075149270791,30.3430099"
1273,1119,29,16619,"59.836075149270791,30.3430099"
1274,1119,29,16625,"59.833682956368797,30.3474636"
1275,1119,29,16625,"59.833682956368797,30.3474636"
1276,1119,29,16629,"59.829450722194245,30.3478909"
1277,9449,29В,16952,"59.898407129918404,30.3183594"
1278,9449,29В,16548,"59.897540447414492,30.3189373"
1279,9449,29В,16548,"59.897540447414492,30.3189373"
1280,9449,29В,16564,"59.894327016121395,30.3192005"
1281,9449,29В,16564,"59.894327016121395,30.3192005"
1282,9449,29В,16569,"59.888882658222045,30.3194904"
1283,9449,29В,16569,"59.888882658222045,30.3194904"
1284,9449,29В,16574,"59.884376426181241,30.3197536"
1285,9449,29В,16574,"59.884376426181241,30.3197536"
1286,9449,29В,16577,"59.880092369125165,30.3198223"
1287,9449,29В,16577,"59.880092369125165,30.3198223"
1288,9449,29В,16579,"59.876215678441341,30.3198891"
1289,9449,29В,16579,"59.876215678441341,30.3198891"
1290,9449,29В,16583,"59.87191342794123,30.3201599"
1291,9449,29В,16583,"59.87191342794123,30.3201599"
1292,9449,29В,16588,"59.865803618536503,30.3205318"
1293,9449,29В,16588,"59.865803618536503,30.3205318"
1294,9449,29В,16593,"59.861952696243982,30.3207397"
1295,9449,29В,16593,"59.861952696243982,30.3207397"
1296,9449,29В,16598,"59.858392854184437,30.3209515"
1297,9449,29В,16598,"59.858392854184437,30.3209515"
1298,9449,29В,16603,"59.854901232518046,30.322834"
1299,9449,29В,16603,"59.854901232518046,30.322834"
1300,9449,29В,16600,"59.854993844109984,30.3290157"
1301,9449,29В,16600,"59.854993844109984,30.3290157"
1302,9449,29В,16604,"59.855100175619889,30.3353195"
1303,9449,29В,16604,"59.855100175619889,30.3353195"
1304,9449,29В,17004,"59.856204631207788,30.3363609"
1305,9449,29В,17004,"59.856204631207788,30.3363609"
1306,9449,29В,16553,"59.855426028130779,30.3360882"
1307,9449,29В,16553,"59.855426028130779,30.3360882"
1308,9449,29В,16558,"59.855124185913809,30.3302212"
1309,9449,29В,16558,"59.855124185913809,30.3302212"
1310,9449,29В,16484,"59.854997274163999,30.3219757"
1311,9449,29В,16484,"59.854997274163999,30.3219757"
1312,9449,29В,16489,"59.858022444113388,30.3211803"
1313,9449,29В,16489,"59.858022444113388,30.3211803"
1314,9449,29В,16492,"59.861472585628036,30.3209991"
1315,9449,29В,16492,"59.861472585628036,30.3209991"
1316,9449,29В,16502,"59.86599563860976,30.3207092"
1317,9449,29В,16502,"59.86599563860976,30.3207092"
1318,9449,29В,16506,"59.871474601385117,30.3204193"
1319,9449,29В,16506,"59.871474601385117,30.3204193"
1320,9449,29В,16510,"59.875533526058177,30.3201809"
1321,9449,29В,16510,"59.875533526058177,30.3201809"
1322,9449,29В,16514,"59.880274024354584,30.3200092"
1323,9449,29В,16514,"59.880274024354584,30.3200092"
1324,9449,29В,16518,"59.884575193023586,30.3199406"
1325,9449,29В,16518,"59.884575193023586,30.3199406"
1326,9449,29В,16522,"59.888553706825306,30.3198013"
1327,9449,29В,16522,"59.888553706825306,30.3198013"
1328,9449,29В,16526,"59.893977562422442,30.3193836"
1329,9449,29В,16526,"59.893977562422442,30.3193836"
1330,9449,29В,16532,"59.8967628118493,30.3192787"
1331,9449,29В,16532,"59.8967628118493,30.3192787"
1332,9449,29В,16952,"59.898407129918404,30.3183594"
1333,3646,3,16012,"59.917643028196053,30.2789078"
1334,3646,3,16504,"59.917002809977731,30.2830791"
1335,3646,3,16504,"59.917002809977731,30.2830791"
1336,3646,3,16032,"59.917934032394669,30.2889347"
1337,3646,3,16032,"59.917934032394669,30.2889347"
1338,3646,3,16040,"59.919501987575536,30.2945385"
1339,3646,3,16040,"59.919501987575536,30.2945385"
1340,3646,3,24736,"59.921795587693552,30.3045998"
1341,3646,3,24736,"59.921795587693552,30.3045998"
1342,3646,3,24737,"59.923753580569489,30.3107414"
1343,3646,3,24737,"59.923753580569489,30.3107414"
1344,3646,3,24738,"59.925564278842728,30.3149815"
1345,3646,3,24738,"59.925564278842728,30.3149815"
1346,3646,3,28314,"59.928042276623131,30.3209286"
1347,3646,3,28314,"59.928042276623131,30.3209286"
1348,3646,3,28317,"59.931440665954639,30.3289528"
1349,3646,3,28317,"59.931440665954639,30.3289528"
1350,3646,3,28318,"59.932891634492989,30.3324604"
1351,3646,3,28318,"59.932891634492989,30.3324604"
1352,3646,3,28320,"59.935553859802589,30.3357964"
1353,3646,3,28320,"59.935553859802589,30.3357964"
1354,3646,3,28322,"59.940323430873768,30.3360844"
1355,3646,3,28322,"59.940323430873768,30.3360844"
1356,3646,3,28324,"59.945704626735136,30.3309517"
1357,3646,3,28324,"59.945704626735136,30.3309517"
1358,3646,3,16083,"59.954522015384242,30.3267307"
1359,3646,3,16083,"59.954522015384242,30.3267307"
1360,3646,3,16088,"59.957490259255302,30.3329601"
1361,3646,3,16088,"59.957490259255302,30.3329601"
1362,3646,3,16093,"59.958088663315301,30.3425045"
1363,3646,3,16093,"59.958088663315301,30.3425045"
1364,3646,3,16106,"59.959111054389901,30.347084"
1365,3646,3,16106,"59.959111054389901,30.347084"
1366,3646,3,16110,"59.95814337400445,30.3524494"
1367,3646,3,16110,"59.95814337400445,30.3524494"
1368,3646,3,16289,"59.956778999231304,30.3554611"
1369,3646,3,16289,"59.956778999231304,30.3554611"
1370,3646,3,38121,"59.958051049664093,30.3535004"
1371,3646,3,38121,"59.958051049664093,30.3535004"
1372,3646,3,16135,"59.959247826723185,30.3467941"
1373,3646,3,16135,"59.959247826723185,30.3467941"
1374,3646,3,16140,"59.958133115757121,30.3406029"
1375,3646,3,16140,"59.958133115757121,30.3406029"
1376,3646,3,16144,"59.957821947412029,30.3338242"
1377,3646,3,16144,"59.957821947412029,30.3338242"
1378,3646,3,16150,"59.954751140451684,30.3268795"
1379,3646,3,16150,"59.954751140451684,30.3268795"
1380,3646,3,28325,"59.945673840431795,30.3314095"
1381,3646,3,28325,"59.945673840431795,30.3314095"
1382,3646,3,28323,"59.941842432859971,30.3350792"
1383,3646,3,28323,"59.941842432859971,30.3350792"
1384,3646,3,28321,"59.938010582508753,30.3364639"
1385,3646,3,28321,"59.938010582508753,30.3364639"
1386,3646,3,28319,"59.933114065096802,30.3326511"
1387,3646,3,28319,"59.933114065096802,30.3326511"
1388,3646,3,28316,"59.930321597339443,30.3260708"
1389,3646,3,28316,"59.930321597339443,30.3260708"
1390,3646,3,28315,"59.927802699284491,30.3200493"
1391,3646,3,28315,"59.927802699284491,30.3200493"
1392,3646,3,24739,"59.925892863777591,30.3155212"
1393,3646,3,24739,"59.925892863777591,30.3155212"
1394,3646,3,24742,"59.923561894061059,30.3099308"
1395,3646,3,24742,"59.923561894061059,30.3099308"
1396,3646,3,26469,"59.922274827397388,30.3058987"
1397,3646,3,26469,"59.922274827397388,30.3058987"
1398,3646,3,24745,"59.921323187497585,30.3016911"
1399,3646,3,24745,"59.921323187497585,30.3016911"
1400,3646,3,24747,"59.919933333431651,30.2956486"
1401,3646,3,24747,"59.919933333431651,30.2956486"
1402,3646,3,16359,"59.918858381747931,30.289259"
1403,3646,3,16359,"59.918858381747931,30.289259"
1404,3646,3,16362,"59.91708840136377,30.28302"
1405,3646,3,16362,"59.91708840136377,30.28302"
1406,3646,3,16012,"59.917643028196053,30.2789078"
1407,1121,30,36840,"59.931509109293145,30.4395103"
1408,1121,30,32511,"59.928302387203338,30.4355526"
1409,1121,30,32511,"59.928302387203338,30.4355526"
1410,1121,30,32513,"59.924790722294127,30.4311714"
1411,1121,30,32513,"59.924790722294127,30.4311714"
1412,1121,30,32515,"59.920638537596744,30.42416"
1413,1121,30,32515,"59.920638537596744,30.42416"
1414,1121,30,32391,"59.920426293259368,30.422308"
1415,1121,30,32391,"59.920426293259368,30.422308"
1416,1121,30,15989,"59.92223032685925,30.4197674"
1417,1121,30,15989,"59.92223032685925,30.4197674"
1418,1121,30,15992,"59.924674344969475,30.4166012"
1419,1121,30,15992,"59.924674344969475,30.4166012"
1420,1121,30,16002,"59.928257894748675,30.4125271"
1421,1121,30,16002,"59.928257894748675,30.4125271"
1422,1121,30,16056,"59.924811259426697,30.3881264"
1423,1121,30,16056,"59.924811259426697,30.3881264"
1424,1121,30,21577,"59.926731425163858,30.3863506"
1425,1121,30,21577,"59.926731425163858,30.3863506"
1426,1121,30,21579,"59.928025164013462,30.3822689"
1427,1121,30,21579,"59.928025164013462,30.3822689"
1428,1121,30,21581,"59.930629601641108,30.3807697"
1429,1121,30,21581,"59.930629601641108,30.3807697"
1430,1121,30,21580,"59.928316077177378,30.3809071"
1431,1121,30,21580,"59.928316077177378,30.3809071"
1432,1121,30,21578,"59.926522642473721,30.3872395"
1433,1121,30,21578,"59.926522642473721,30.3872395"
1434,1121,30,16244,"59.924838642250343,30.3879871"
1435,1121,30,16244,"59.924838642250343,30.3879871"
1436,1121,30,15972,"59.928049121664529,30.4125481"
1437,1121,30,15972,"59.928049121664529,30.4125481"
1438,1121,30,15977,"59.925002938717661,30.4158707"
1439,1121,30,15977,"59.925002938717661,30.4158707"
1440,1121,30,15981,"59.922733521774219,30.4189243"
1441,1121,30,15981,"59.922733521774219,30.4189243"
1442,1121,30,32392,"59.92036125036811,30.4222031"
1443,1121,30,32392,"59.92036125036811,30.4222031"
1444,1121,30,33814,"59.92068304026953,30.4246349"
1445,1121,30,33814,"59.92068304026953,30.4246349"
1446,1121,30,32514,"59.924554544355964,30.4311333"
1447,1121,30,32514,"59.924554544355964,30.4311333"
1448,1121,30,32512,"59.928374259504054,30.4359169"
1449,1121,30,32512,"59.928374259504054,30.4359169"
1450,1121,30,36840,"59.931509109293145,30.4395103"
1451,1123,36,16393,"59.851248014107917,30.0620499"
1452,1123,36,16409,"59.849395524772959,30.0668716"
1453,1123,36,16409,"59.849395524772959,30.0668716"
1454,1123,36,16935,"59.852242826933029,30.0918121"
1455,1123,36,16935,"59.852242826933029,30.0918121"
1456,1123,36,16418,"59.853117551569554,30.1011696"
1457,1123,36,16418,"59.853117551569554,30.1011696"
1458,1123,36,16423,"59.849004430508508,30.1243114"
1459,1123,36,16423,"59.849004430508508,30.1243114"
1460,1123,36,29993,"59.847292481351772,30.1355324"
1461,1123,36,29993,"59.847292481351772,30.1355324"
1462,1123,36,16428,"59.847093491569034,30.1461124"
1463,1123,36,16428,"59.847093491569034,30.1461124"
1464,1123,36,16437,"59.846822451847721,30.1569118"
1465,1123,36,16437,"59.846822451847721,30.1569118"
1466,1123,36,16442,"59.846541117144305,30.1712341"
1467,1123,36,16442,"59.846541117144305,30.1712341"
1468,1123,36,16446,"59.846397017960655,30.1786385"
1469,1123,36,16446,"59.846397017960655,30.1786385"
1470,1123,36,16453,"59.846191160901846,30.1874428"
1471,1123,36,16453,"59.846191160901846,30.1874428"
1472,1123,36,16459,"59.846040198249554,30.1962433"
1473,1123,36,16459,"59.846040198249554,30.1962433"
1474,1123,36,16465,"59.845896096897299,30.2040424"
